n_nodes,n_edges,avg_degree,avg_clustering,n_sources,n_infected_nodes,n_iterations,percentage_infected,beta,threshold_infected,graph_type,neighbours,prob_reconnect
2380,19040,8.0,0.16253285901788397,82,2187,4,0.03474863508332562,0.252242174404798,0.26140496371620126,watts_strogatz,17,0.3883505236696063
4151,45540,10.97085039749458,0.02171767510796531,58,4001,4,0.014096941013287108,0.2653620028382323,0.2650181359786554,barabasi_albert,11,0.17399693407959038
6763,121734,18.0,0.2729055012827833,83,6763,4,0.01235655833991014,0.3756087714859151,0.5510915257293658,watts_strogatz,37,0.28289735745481154
3723,37130,9.97313994090787,0.024364080896262758,96,3229,16,0.02581047531286927,0.02028955372614861,0.7956636777230279,barabasi_albert,10,0.4297627868069244
8944,152048,17.0,0.638631887283075,293,8913,4,0.032812770373692665,0.3119766249493004,0.5137816985024737,watts_strogatz,35,0.04357746911473581
4015,44165,11.0,0.2091276732250183,167,2295,6,0.04161395878279199,0.044779061685549716,0.30857313246324347,watts_strogatz,23,0.3428075134917886
8138,162760,20.0,0.21992007631672716,172,8136,4,0.02122900405083678,0.2236068304556626,0.7627939644288848,watts_strogatz,41,0.3306414440174213
471,471,1.0,0.0,7,318,30,0.016717261040822433,0.4277840018213328,0.6466900961628452,watts_strogatz,3,0.3025081538049387
4668,88692,19.0,0.4506984320180884,210,4665,3,0.04507577619816324,0.4903207707256729,0.4954926470515811,watts_strogatz,38,0.14992719123338877
7858,94152,11.981674726393484,0.015264229031391637,261,7858,4,0.03323484568076931,0.3888446516453169,0.7447257930791276,barabasi_albert,12,0.43525600028912204
7164,128628,17.954773869346734,0.021693829394282993,357,7164,4,0.04985855704846893,0.2715326458409404,0.6079880207354812,barabasi_albert,18,0.07094634026758345
3630,7260,2.0,0.0970569329660238,52,2209,21,0.014551106517504443,0.09579655849980491,0.5476297679620834,watts_strogatz,4,0.4417290782902374
1964,5883,2.995417515274949,0.019467643980893453,80,1626,8,0.04084376806213348,0.13456880202154092,0.6240149083409832,barabasi_albert,3,0.15140131217123748
9557,114540,11.984932510201947,0.01311755780437708,309,9544,4,0.03242313580730439,0.29145360552885774,0.5318235290215616,barabasi_albert,12,0.10902532194294567
2771,30481,11.0,0.4675875722087276,78,2685,4,0.028494637518006474,0.28552359666352656,0.41407402075965083,watts_strogatz,22,0.1340360407654092
1395,6975,5.0,0.4900793710471142,29,874,4,0.021027433585677484,0.48135102570042493,0.25535006844397734,watts_strogatz,10,0.09641123484813774
5377,101802,18.93286219081272,0.027649931062378418,196,5374,4,0.036462620364375434,0.20570163437206831,0.6087442061176129,barabasi_albert,19,0.039901278028005305
370,369,0.9972972972972973,0.0,17,130,4,0.04752926364849624,0.4043246103833884,0.20847252093725402,barabasi_albert,1,0.0471663288979966
7830,187344,23.926436781609194,0.024808883199711054,212,7808,5,0.02709268675833306,0.09955497618672478,0.7686074944764312,barabasi_albert,24,0.42773660561063337
7395,81345,11.0,0.5329805904366044,250,6071,7,0.03384544664780969,0.06154715510506355,0.5797705734068044,watts_strogatz,23,0.09470646157730594
3984,19895,4.993724899598393,0.013171387710696326,85,3780,5,0.02155025477642234,0.29295220968905344,0.5602750774148144,barabasi_albert,5,0.481404140131242
7508,225240,30.0,0.2021284834544919,349,7508,3,0.0466039323947705,0.49374660130259934,0.6016178996209604,watts_strogatz,61,0.35519850538070613
6361,190830,30.0,0.1288422346394689,165,6361,4,0.026059491459472145,0.2729745068090821,0.6033424348420913,watts_strogatz,60,0.4501724648106302
7514,90168,12.0,0.2193454889042303,269,7202,4,0.035927664338600694,0.18826039804849806,0.5233935641016436,watts_strogatz,25,0.3263493933117438
9747,155952,16.0,0.14095666749795058,171,9745,4,0.01758790703496176,0.3080028422118203,0.6399918833464693,watts_strogatz,32,0.4252126016274085
7565,120784,15.966159947124918,0.019439204811809822,246,7565,4,0.032589921779133404,0.36486421400915964,0.49140249187349644,barabasi_albert,16,0.309000938866549
2667,31860,11.946006749156355,0.03431524460374793,64,2667,4,0.02414019979537648,0.3704730874745874,0.26815160193678567,barabasi_albert,12,0.4663603785040861
8351,242179,29.0,0.2075625835019941,296,8350,3,0.035484993353390615,0.34038712255064657,0.43649835766484524,watts_strogatz,58,0.3485412954063026
1485,4446,2.993939393939394,0.024729894894304723,45,791,7,0.03045519359630669,0.10446888472525076,0.38425702746772317,barabasi_albert,3,0.46658129846238156
3437,44681,13.0,0.6217038850890869,45,3023,5,0.013279474215553732,0.2117752940202264,0.36738390910624696,watts_strogatz,26,0.047298244879938334
2278,2277,0.9995610184372257,0.0,75,1386,8,0.03333495952231633,0.41076467280488166,0.44566019768057663,barabasi_albert,1,0.345187908902775
208,207,0.9951923076923077,0.0,9,179,14,0.04369834599986121,0.28297928812374323,0.7963701903031792,barabasi_albert,1,0.030289640308092947
6614,85982,13.0,0.1335541561448575,229,6614,4,0.03470971662706646,0.3554193723243262,0.36879565246163315,watts_strogatz,27,0.43279306104525617
3654,29232,8.0,0.09494820940519622,137,3654,5,0.03765096610723157,0.3393406322064673,0.7424528099668384,watts_strogatz,16,0.4917607776782792
4624,36992,8.0,0.10177013514049583,173,2756,13,0.03755235796591978,0.02279447112072061,0.5038514579810878,watts_strogatz,16,0.4768670605203425
5954,148225,24.895028552233793,0.0298401742401483,78,3881,10,0.013213757956894256,0.0120770804717792,0.4670274412411118,barabasi_albert,25,0.3143028106051408
855,2556,2.9894736842105263,0.03598411186070863,21,790,5,0.024954238710944217,0.43472805592072755,0.33251311144590695,barabasi_albert,3,0.2691200788690752
2199,13194,6.0,0.28039885582618956,61,1530,6,0.02774322964905831,0.13336952466088414,0.43424084192065693,watts_strogatz,13,0.2634554735809735
1247,1246,0.9991980753809142,0.0,35,287,48,0.028789143769783594,0.02459113371608798,0.22408692942980665,barabasi_albert,1,0.47275978657933454
2452,26851,10.950652528548124,0.034821319115000894,99,1732,17,0.04071539084319739,0.011959212400222722,0.611168870047667,barabasi_albert,11,0.4173947707742348
4828,53108,11.0,0.1518579135811838,229,4828,4,0.04754043452681046,0.36431338122443413,0.500254314203594,watts_strogatz,23,0.40695678310184524
8623,181083,21.0,0.519272677096199,142,8623,4,0.016475805478767418,0.3832287966869703,0.28455385926428733,watts_strogatz,42,0.10903210504247679
5944,77103,12.971567967698519,0.01974008865606261,85,5941,4,0.014427367407634364,0.3718902485626843,0.5280873600890474,barabasi_albert,13,0.07748404279284388
2229,2229,1.0,0.0,103,787,25,0.046413113860133894,0.11672004490610145,0.33075158680896405,watts_strogatz,2,0.46239931146547153
5030,100600,20.0,0.4868261796608656,113,4589,3,0.022643572557916696,0.35781356713304147,0.2082420450500538,watts_strogatz,40,0.1285119362168392
745,744,0.9986577181208054,0.0,21,497,8,0.028513738262551554,0.4181604136970039,0.5199130036153403,barabasi_albert,1,0.03840149590278863
3241,6478,1.9987658130206727,0.011068951319745937,133,2936,8,0.04112294576346958,0.2731848029710414,0.7338424257137357,barabasi_albert,2,0.16965325075014337
587,586,0.9982964224872232,0.0,29,291,100,0.04964355616248157,0.01770447561372118,0.4991952901466561,barabasi_albert,1,0.0048407793528316145
8083,88913,11.0,0.6333388117197399,135,4497,5,0.01679688270737602,0.12114052954072757,0.2360475013429627,watts_strogatz,23,0.03901373567414557
960,2880,3.0,0.2197665644540648,9,464,10,0.010127269419596737,0.1527963876719727,0.32466063483119617,watts_strogatz,6,0.2875504277120357
5609,56090,10.0,0.40900192850358247,239,5609,4,0.0427362147133594,0.4776583700541842,0.3758571091345114,watts_strogatz,21,0.16757734335139385
915,915,1.0,0.0,18,219,11,0.0198071022283939,0.49042628080728295,0.20074357792146963,watts_strogatz,3,0.3290026040412194
3920,39200,10.0,0.20675833447993,130,3809,5,0.03335238633732587,0.15578434512216663,0.5118311658284025,watts_strogatz,21,0.3445783757037337
6395,31950,4.996090695856138,0.009556684087158703,168,5910,5,0.026403467481470252,0.2464194282268991,0.637757351102447,barabasi_albert,5,0.4214589838825213
5511,93687,17.0,0.3138966933307143,74,5497,4,0.013569676819641323,0.3057967850481521,0.650134608322092,watts_strogatz,34,0.24480182100230047
2565,30780,12.0,0.5120838378991215,81,2268,4,0.031592994842672695,0.18887998166033038,0.48367624482857485,watts_strogatz,24,0.1060593405775151
8395,41975,5.0,0.20638219500042035,352,7541,5,0.04199827574042527,0.23912718212019946,0.47289856239873307,watts_strogatz,10,0.3273984283131879
1910,15216,7.966492146596859,0.03356245262130061,22,1147,10,0.011854049745759428,0.03612010222691415,0.44183862969705706,barabasi_albert,8,0.2934635083140551
1560,1559,0.9993589743589744,0.0,17,1287,15,0.011279184421608126,0.3935580802501371,0.7823241565109778,barabasi_albert,1,0.10532511569245778
3443,30987,9.0,0.15183522237392943,84,3440,4,0.024526292887630266,0.39447681144763797,0.7243775182243659,watts_strogatz,18,0.4064867890205249
6034,114285,18.940172356645675,0.02567091618626032,154,6034,4,0.025559800095859217,0.37619693289250866,0.7190613648715016,barabasi_albert,19,0.43086138437657956
9926,69433,6.9950634696756,0.009177578846150303,161,9128,9,0.01628563845283562,0.07444125060135348,0.7511357278873245,barabasi_albert,7,0.27216762155738256
717,2151,3.0,0.10928723376422154,25,429,9,0.035715629673875496,0.12922807977179038,0.43055238027480003,watts_strogatz,6,0.4459320374438109
6197,154300,24.899144747458447,0.029757779870420328,239,4928,4,0.038728337712301796,0.05346659413198054,0.3631023642850948,barabasi_albert,25,0.2637850410465996
3963,15852,4.0,0.11135743724691363,91,3202,22,0.023020037745345397,0.04137856096680808,0.7366164763069101,watts_strogatz,9,0.44798795074981884
8315,232820,28.0,0.17342110397084556,330,8149,5,0.039782921824512464,0.04934141779063733,0.49288870637655297,watts_strogatz,57,0.38690624045095473
6379,158850,24.902022260542406,0.02940502293275639,64,4758,8,0.010148714978805158,0.019078879379633554,0.41024783456152536,barabasi_albert,25,0.10625859761218542
3123,21861,7.0,0.5611519930994947,147,2173,3,0.047302970176002254,0.4295997215713696,0.22130697942786837,watts_strogatz,15,0.06874726704569534
8316,83060,9.987974987974988,0.012435741754485866,243,7425,7,0.02922172409281535,0.06208562506723627,0.6589371148801523,barabasi_albert,10,0.19736698982865725
162,161,0.9938271604938271,0.0,5,105,9,0.03187371557267616,0.385065972696118,0.5231311890143959,barabasi_albert,1,0.2742972275722931
6001,168028,28.0,0.3375394849143442,153,6001,4,0.02559776511252214,0.3891506334732117,0.757717511328859,watts_strogatz,57,0.23188110467023
672,672,1.0,0.004464285714285714,14,321,29,0.02215379829741218,0.36942727869993996,0.4511139352023755,watts_strogatz,2,0.2514901899627025
1971,9830,4.987316083206494,0.027999600877676927,56,1724,4,0.028795083090763646,0.3086454155473568,0.23985144337512518,barabasi_albert,5,0.41280503955751885
7039,182338,25.903963631197612,0.027650761427688183,248,7039,4,0.03527990552002295,0.4285488665264638,0.5105971554102733,barabasi_albert,26,0.40056940934925467
7159,243406,34.0,0.48061024741434627,256,7159,4,0.03589020990714316,0.41763594989855035,0.798591252710434,watts_strogatz,68,0.13463029644034924
9670,144825,14.976732161323682,0.015266878995229105,408,9670,4,0.0422118297725934,0.3913119278598409,0.6129880740967459,barabasi_albert,15,0.11215412364152416
6383,44681,7.0,0.54564668918901,95,5838,6,0.014955678668275714,0.25471853979589154,0.59935043438008,watts_strogatz,14,0.07676585154404159
8004,104052,13.0,0.12406310169217723,306,7020,4,0.03833380210707157,0.12760850756192352,0.20444130554626708,watts_strogatz,27,0.44990038372980506
6144,49152,8.0,0.15451906526265433,176,3644,6,0.028806609856817003,0.07439406782952525,0.39410350932489485,watts_strogatz,17,0.4044695752423015
6569,131380,20.0,0.5566457992595392,317,6569,4,0.04835071594854374,0.3353851531937812,0.7542806371727406,watts_strogatz,40,0.08988151343538531
4116,20580,5.0,0.15109975796607544,136,4028,5,0.03321977288136082,0.31391436303433307,0.5632891805046285,watts_strogatz,11,0.3972339843519037
2014,8040,3.9920556107249254,0.022630963570824784,39,1702,6,0.019844308532717313,0.20931241916401888,0.5410202635294463,barabasi_albert,4,0.06087755565435349
8741,226590,25.922663310834,0.023857669261694893,112,8724,5,0.012823430579180766,0.11046394161878866,0.48246668058290915,barabasi_albert,26,0.2385182225671016
7316,204848,28.0,0.2337697415089051,144,7316,4,0.019784228566485568,0.3781009650832145,0.4028038374787345,watts_strogatz,56,0.3226325143873659
3304,16520,5.0,0.29964730672206363,159,3161,4,0.04840903901958087,0.453518829591138,0.6272714676673927,watts_strogatz,11,0.23782195635966308
3173,9510,2.997163567601639,0.012330581689750793,63,2832,5,0.020012140801161014,0.4140995804788483,0.29320560792239575,barabasi_albert,3,0.14765608489232185
5909,129514,21.91809104755458,0.029168066174229502,155,5877,3,0.026395537421979157,0.35117264927150293,0.26182686767909513,barabasi_albert,22,0.23113649910806738
6758,181737,26.89212784847588,0.030085513366606604,327,6758,4,0.04845425267364793,0.4508577876307794,0.6656932900903378,barabasi_albert,27,0.09232200426908704
9096,227400,25.0,0.1335144440370413,201,9096,5,0.022170808151583322,0.11968225445782456,0.6998596427245537,watts_strogatz,50,0.4379920211066217
1348,6740,5.0,0.25581666520093815,50,608,7,0.03772834862411693,0.07454330202051683,0.31826970135187155,watts_strogatz,10,0.2800204126209126
8503,314611,37.0,0.5688892166846089,328,8503,3,0.03863386919243884,0.39796671281699675,0.5726957741900702,watts_strogatz,74,0.08481020887864116
4710,18824,3.9966029723991507,0.010688446376311436,203,4354,5,0.04315319696763483,0.2832086437099416,0.5203992943867153,barabasi_albert,4,0.37788938588719123
7120,35575,4.996488764044944,0.010331264451921254,233,7116,5,0.032752456905220856,0.46360914551142135,0.7659768339538073,barabasi_albert,5,0.3775391722108385
1515,7575,5.0,0.29960219098832985,26,1265,5,0.0172143804326971,0.33223799065880094,0.3350271857587108,watts_strogatz,10,0.23611702932939005
5250,57629,10.976952380952381,0.018696859894973463,166,5187,5,0.03165975366605085,0.15441520253360916,0.5384976040635581,barabasi_albert,11,0.048088146519917774
9892,187587,18.9635058633239,0.017228110573748585,247,9892,4,0.025024496423026284,0.3365750467551023,0.41178003727641277,barabasi_albert,19,0.2164987582246603
7560,188375,24.91732804232804,0.025498872300149557,185,7559,4,0.024507054027842888,0.21952086963475345,0.39814890667975744,barabasi_albert,25,0.42965890907523796
7793,187032,24.0,0.2542581982732008,81,5776,13,0.010487353202093206,0.012469060454869167,0.6263646107828642,watts_strogatz,49,0.300472178822108
4508,76347,16.93589174800355,0.029722933074733626,59,4507,4,0.01328598327551191,0.3346130183940934,0.522183107091402,barabasi_albert,17,0.486081014531298
6781,155963,23.0,0.22662625828897287,144,6781,4,0.021303715498795797,0.29798932126892624,0.3027029321177526,watts_strogatz,47,0.3279826370641289
4789,38312,8.0,0.2998638389911943,162,4781,4,0.033848980985989624,0.4813918943302065,0.756294891452572,watts_strogatz,16,0.251993265243123
2650,26400,9.962264150943396,0.03006907544834608,128,1663,6,0.04843651740559459,0.04373137416636597,0.30699414349014714,barabasi_albert,10,0.20557520062337653
4979,54769,11.0,0.16476702892479467,189,4979,4,0.03802822203086111,0.3582684843767851,0.5886166475418891,watts_strogatz,23,0.391926048206065
742,741,0.9986522911051213,0.0,14,420,19,0.020019768011562418,0.17733459807726748,0.5161838444726098,barabasi_albert,1,0.1281734165190176
548,548,1.0,0.0018248175182481751,24,228,98,0.04470558511267166,0.03481710466469122,0.41235773390763614,watts_strogatz,2,0.24093363246655264
7814,101582,13.0,0.3448629393990949,230,5253,6,0.029487496288386705,0.04944435963598316,0.39732272123407164,watts_strogatz,26,0.220360629498225
4227,50580,11.965933286018453,0.024057285244217918,181,4194,3,0.04283572036232473,0.4535575486759321,0.26564623638860063,barabasi_albert,12,0.26143110952056414
6348,171396,27.0,0.2103883836625756,135,6348,4,0.021375152960578764,0.30721291429047787,0.3388432433498476,watts_strogatz,54,0.34618207196807627
6108,24416,3.997380484610347,0.009426160624615447,177,6081,5,0.029112002644775745,0.4855545957084576,0.6387359288163632,barabasi_albert,4,0.389376091938624
1326,1326,1.0,0.0,14,744,33,0.011299585671362569,0.4670297620672348,0.5278513484049145,watts_strogatz,2,0.40281445200027716
5956,77259,12.971625251846877,0.020691901290872273,285,5616,3,0.04791168024703501,0.3091229301695589,0.2814424773182748,barabasi_albert,13,0.2996928449613662
3083,21532,6.984106389879987,0.025074122205737744,102,1408,7,0.03319974439022385,0.038297920158746515,0.2916088688617508,barabasi_albert,7,0.44628711534994464
401,400,0.9975062344139651,0.0,14,165,92,0.03565171710089591,0.030135751091828707,0.4034028829062678,barabasi_albert,1,0.24121467797278717
8528,196144,23.0,0.4578257361751122,259,8528,4,0.030372518021634515,0.3005614149136678,0.46491469840319294,watts_strogatz,46,0.1463053404315487
2852,11392,3.994389901823282,0.01790773311740475,113,2602,6,0.0399665976295796,0.2046379630705548,0.588144799987077,barabasi_albert,4,0.2287144180015211
6559,91630,13.970117395944504,0.018912067247596573,177,6554,5,0.02700312238588238,0.18335909635608308,0.7911287110776537,barabasi_albert,14,0.471621872563882
2420,24200,10.0,0.4077223987797408,26,2155,6,0.011133379124297517,0.14336906631973798,0.6107716902335567,watts_strogatz,20,0.1729572330414556
2210,15470,7.0,0.547832204634979,65,1132,12,0.029557060881073023,0.033862882356736616,0.4322397996668823,watts_strogatz,14,0.07644993385957444
1059,4220,3.984891406987724,0.03428312429695166,47,724,9,0.045054239055756604,0.06952809234725124,0.5408698721257429,barabasi_albert,4,0.07576822772036046
7635,167970,22.0,0.3307849853306775,345,7635,3,0.04530887001718752,0.47392004527639425,0.4574809402710638,watts_strogatz,45,0.23688078588696176
4013,40130,10.0,0.3626257450276004,160,3138,4,0.040007922393254264,0.141071227814491,0.3641251917306948,watts_strogatz,20,0.2022611039931395
5023,120552,24.0,0.11498967432547749,72,4996,5,0.014422886735520031,0.08990542869315694,0.4186510031858125,watts_strogatz,48,0.4694287246907063
7538,256292,34.0,0.5246431881965333,368,7537,4,0.0488566732810195,0.15367703111457,0.4257223608892584,watts_strogatz,68,0.10913100230888062
6843,136460,19.94154610550928,0.023680486914286106,273,6843,4,0.03995733683586892,0.400363038302766,0.680814950108591,barabasi_albert,20,0.38825062591106974
7467,156366,20.940940136601046,0.023103813975094856,360,7277,4,0.04823861120792702,0.1059694016116109,0.4590926569255416,barabasi_albert,21,0.173660718021449
6258,87612,14.0,0.10653586473796983,235,2833,6,0.03757371536233621,0.029219796852456487,0.20669649493487713,watts_strogatz,29,0.47732368037354334
2830,33816,11.94911660777385,0.03257217253370924,122,2830,4,0.043426073776465346,0.4649421430713224,0.556870258895526,barabasi_albert,12,0.3520369255542079
5463,92582,16.947098663737872,0.024520275344267827,115,5459,4,0.021089932920985707,0.27779764204004287,0.6422310808377703,barabasi_albert,17,0.4310766940596335
892,1780,1.9955156950672646,0.03271720861148964,25,665,9,0.02914522817362531,0.17624955278707877,0.510990787027965,barabasi_albert,2,0.18474241258851842
3568,39248,11.0,0.47232316590209694,56,3424,5,0.015840433750931207,0.20788406861666972,0.38113337986172313,watts_strogatz,23,0.12893418384085953
1951,1950,0.9994874423372629,0.0,96,1175,9,0.04933351391041037,0.29390127672518185,0.48966149409626003,barabasi_albert,1,0.3594470457952751
199,199,1.0,0.01507537688442211,5,159,31,0.029100103525797782,0.39110899045189496,0.750900677499063,watts_strogatz,2,0.4861707658629287
5394,134225,24.88413051538747,0.03359788839641037,61,5392,4,0.011361775273373587,0.23116075107932507,0.7884142024898009,barabasi_albert,25,0.28844602706747874
4793,110239,23.0,0.18009943935359757,64,4793,5,0.013420839646457187,0.18102124572097328,0.7303962811807765,watts_strogatz,46,0.37934563953530087
4214,21045,4.99406739439962,0.01225613247073388,135,3904,9,0.03217256767067074,0.09712684375629786,0.794092753508499,barabasi_albert,5,0.2863809693783526
9418,244868,26.0,0.49723465197745625,255,9417,4,0.02717881312190739,0.18930636169364898,0.7629529608459815,watts_strogatz,52,0.12195590981181298
8784,192764,21.944899817850636,0.021118088470951375,379,8784,4,0.04315898168981328,0.4103235878216101,0.6253811947267709,barabasi_albert,22,0.2631568137284652
2042,16272,7.968658178256611,0.031019146663218585,80,2039,4,0.03940647483939667,0.4050064496430159,0.7324786354083075,barabasi_albert,8,0.09226167651199602
3611,32418,8.977568540570479,0.0239961171605708,176,3292,4,0.04879267356496032,0.185596862273565,0.5552306160441439,barabasi_albert,9,0.09408201887586465
5702,73957,12.970361276745002,0.019743908157469823,222,5697,4,0.03900915414010642,0.3074983037889815,0.5087767261115375,barabasi_albert,13,0.27795612368861633
5223,88502,16.944667815431742,0.026068697390215653,164,3667,7,0.031587182865007814,0.024128499608090354,0.5227424832946446,barabasi_albert,17,0.29741614280050366
1091,2182,2.0,0.19357950329536,51,639,21,0.04675855597581555,0.07208508257540587,0.541035786173977,watts_strogatz,4,0.2964210158758726
1541,6148,3.989617131732641,0.02411236299645123,69,1494,6,0.04479947623857302,0.27279098746313124,0.7450592717535314,barabasi_albert,4,0.4790919060493367
925,1846,1.9956756756756757,0.029614417130513538,43,616,4,0.04676015978127698,0.45930850476848306,0.2879363299453617,barabasi_albert,2,0.19199745490645254
916,1828,1.9956331877729259,0.04082296936286902,40,657,5,0.043827067410144915,0.3339489502327587,0.41501659434326654,barabasi_albert,2,0.18707845564017
4407,61698,14.0,0.4407778166961273,49,4225,8,0.01118236228033803,0.07151222977388684,0.7327263554048535,watts_strogatz,29,0.15347901307633943
907,907,1.0,0.0,45,320,100,0.049642598149652474,0.031276839701362184,0.7883766511394921,watts_strogatz,2,0.13534884570048428
6197,161122,26.0,0.16065595900144689,254,6197,4,0.04114383043091346,0.2764888899674541,0.6999604620721044,watts_strogatz,52,0.4041244540664075
416,415,0.9975961538461539,0.0,17,197,8,0.041287294226662344,0.3206117748373683,0.37159200476395426,barabasi_albert,1,0.085162425299527
6079,42504,6.9919394637275865,0.013768329857345498,136,5056,4,0.022376071005824685,0.23388714320469994,0.35195284854080255,barabasi_albert,7,0.1978074191749935
4615,50644,10.973781148429035,0.020471943380140103,222,3707,4,0.048262149701657375,0.111710664805711,0.34691300042322726,barabasi_albert,11,0.14483159652572775
9598,172764,18.0,0.17142103866978,417,9572,4,0.04345602335464042,0.16307853411240458,0.6545528671963667,watts_strogatz,36,0.38509432910296104
4950,74250,15.0,0.4692760810251085,137,4950,4,0.02776423989792936,0.45397815907978434,0.4528416855026377,watts_strogatz,30,0.13665138101546564
8440,42175,4.997037914691943,0.008985903497579358,327,6922,4,0.03875892805795789,0.25865995005293524,0.29817571509786056,barabasi_albert,5,0.4791666749840337
7758,294804,38.0,0.4005541811683073,271,5057,5,0.03495298572115263,0.019938895260810725,0.35631106645036803,watts_strogatz,76,0.1864836812086798
3148,9435,2.997141041931385,0.012286617239851336,147,2499,4,0.04691041826154357,0.3903631428970154,0.3833888295324167,barabasi_albert,3,0.34455920763426945
4378,56914,13.0,0.14351675138723557,82,4339,4,0.018761939336523994,0.26374205009962925,0.2517419581349316,watts_strogatz,26,0.4213599635858511
2434,12145,4.989728841413312,0.01903575649262207,28,2087,5,0.011636089660580478,0.25859165993199734,0.4531099393334844,barabasi_albert,5,0.02738681505831214
5888,158247,26.876188858695652,0.033130682638529474,63,5887,4,0.010806899524898213,0.22713793845546276,0.2672973839239717,barabasi_albert,27,0.1292709179432266
9776,68383,6.994987725040916,0.008938579368136636,151,9312,4,0.015482545809737448,0.3580951453466632,0.25428077787114894,barabasi_albert,7,0.4105024904049279
489,489,1.0,0.002044989775051125,23,391,30,0.048467357696917374,0.31938174095838845,0.7703304866861058,watts_strogatz,3,0.19474747622359095
7255,144700,19.94486560992419,0.023567254722220658,89,6863,4,0.01237552641877449,0.14099232900227204,0.4044039808418397,barabasi_albert,20,0.08114404358677679
320,319,0.996875,0.0,10,146,6,0.032354711585035736,0.41284493755152024,0.27162406179625087,barabasi_albert,1,0.434740612796258
7171,128754,17.95481801701297,0.02088542039161258,331,7166,3,0.0462376247007934,0.3877288734806283,0.3502497858611293,barabasi_albert,18,0.3976387577666719
7245,159390,22.0,0.32197188972990626,115,7215,5,0.015874433958130194,0.11154010160263927,0.5797335739523198,watts_strogatz,45,0.24343295942063753
8264,247920,30.0,0.10723823582554672,103,8264,4,0.012550142921096357,0.2498858799620555,0.3434465569043741,watts_strogatz,60,0.48193050216450156
9987,129831,13.0,0.2639816835090289,145,9312,4,0.014611642514338358,0.2249790522309559,0.36647425006123513,watts_strogatz,27,0.28683823771593403
1362,6785,4.981644640234949,0.031964526078258365,20,1234,6,0.015269001951533552,0.21504362565620977,0.3689013165736086,barabasi_albert,5,0.22945496527505077
8370,250200,29.892473118279568,0.027208032772715003,168,8363,4,0.02014582304515222,0.1528989265337449,0.44267978227327265,barabasi_albert,30,0.22833913101740289
9240,73856,7.993073593073593,0.01032816942114747,310,9211,4,0.0335678837154034,0.3956719407005085,0.3706702567749769,barabasi_albert,8,0.3214988069949669
6928,228624,33.0,0.12330186262629828,343,6927,3,0.04955263308012746,0.27300792530742707,0.37873088170642877,watts_strogatz,67,0.45896066215459885
4110,78090,19.0,0.10353544003061235,174,4110,3,0.0425710160504464,0.4472794186096752,0.3295702787704572,watts_strogatz,38,0.4885421090296873
2139,17048,7.970079476390837,0.031320333815469836,63,1661,6,0.02960028456338941,0.08483564478577486,0.35448848774108677,barabasi_albert,8,0.29471359167402944
6267,143612,22.91558959629807,0.028116241874114448,81,6222,5,0.013061265235024861,0.10157634978347511,0.6637182098934726,barabasi_albert,23,0.12620114309051822
8071,112994,14.0,0.13812981743370603,145,5621,9,0.018043159083904733,0.028792433051065082,0.40746015176776446,watts_strogatz,29,0.42811492541304286
3659,51030,13.946433451762777,0.02906082057426509,105,3255,3,0.0287717596322649,0.2773970957282729,0.2041100576193126,barabasi_albert,14,0.037042256932361184
8169,253239,31.0,0.6970075237815514,146,7548,3,0.017988063488801262,0.3969947359808658,0.21543424754806517,watts_strogatz,62,0.019107184312429693
1875,7484,3.9914666666666667,0.02473788090041218,47,1633,4,0.025079723949129988,0.41385490066381475,0.3802902573450081,barabasi_albert,4,0.2956445144586658
1805,12586,6.972853185595568,0.03459758634963414,64,1802,4,0.03597150138671545,0.4995425006723559,0.38149489258395597,barabasi_albert,7,0.3572800165101133
9891,128414,12.982913759983823,0.013053104178704353,212,5798,5,0.02151665226024769,0.0538560796281713,0.23972581290220782,barabasi_albert,13,0.42568305731266665
6755,101325,15.0,0.5675630419513532,303,6519,3,0.044921854554998766,0.48801352149533717,0.4314580119388486,watts_strogatz,30,0.0792184022823963
2207,4410,1.998187584956955,0.01822775512254518,34,1298,8,0.01565915904436099,0.19680555830785912,0.3643519280881451,barabasi_albert,2,0.3753456135181283
981,1958,1.9959225280326198,0.02856262108389697,46,508,6,0.04698869633263542,0.1665193168608658,0.3641223386907337,barabasi_albert,2,0.45480295362816564
4733,42516,8.982886118740756,0.0192151118597453,164,3251,17,0.03467468132672782,0.013519279145119587,0.6258268989686067,barabasi_albert,9,0.2581061725829535
5307,121532,22.90032033163746,0.031994897124226686,246,3237,6,0.04635735192806508,0.018294693489976456,0.3115330280483066,barabasi_albert,23,0.20961812781281297
6400,76656,11.9775,0.017086176760223646,91,6119,5,0.014367646021528345,0.13699294610072227,0.2929973539744257,barabasi_albert,12,0.2807838321100882
8774,149158,17.0,0.18222712479167041,252,8100,5,0.02874545975125036,0.07599783121998577,0.47136633291693136,watts_strogatz,35,0.3725103436511536
3622,14488,4.0,0.23045417218526013,167,2199,5,0.04624651353881666,0.19928692405921444,0.3080681799127019,watts_strogatz,9,0.30293875203643666
6570,150581,22.919482496194824,0.02708154670511167,243,6555,4,0.037085430361668344,0.1576845649986139,0.7427276006949306,barabasi_albert,23,0.34697402120173854
1837,1837,1.0,0.0,44,727,100,0.024400619947858478,0.062409785506268266,0.5357578131092996,watts_strogatz,2,0.3455840301191733
