,graph_type,neighbours,prob_reconnect,beta,threshold_infected,iterations,percentage_initially_infected,currently_infected
262,barabasi_albert,31,0.09183524813742566,0.007502920934053944,0.3722883448331338,10,0.023347560942684406,1039
263,watts_strogatz,12,0.027050696235198485,0.005005837113767651,0.3593203233943811,50,0.041711220544937866,356
264,barabasi_albert,56,0.23318405548602453,0.008935899730877564,0.23167331135627595,6,0.016554882020672297,1362
265,barabasi_albert,89,0.15915206661010978,0.0018498414033467539,0.4727947016617806,11,0.04930135198292431,2729
266,barabasi_albert,10,0.05347280615877539,0.004845813525434013,0.2538551404569642,30,0.011603157080926541,322
267,barabasi_albert,59,0.0015429608258933636,0.005772052518912452,0.20845709535820123,6,0.03640036638272933,1992
268,watts_strogatz,135,0.11023981257679366,0.0030757164022305362,0.24316699569652275,9,0.037916250433032865,1842
269,barabasi_albert,34,0.10653811829939597,0.005342261415722026,0.35407217691261883,9,0.04737535679988662,1070
270,watts_strogatz,62,0.16686168901779216,0.006975981705468929,0.49713890188470533,11,0.03976127045662341,2778
271,watts_strogatz,7,0.09514465381764542,0.008124645665287492,0.3018540325716416,50,0.011620228418392272,336
272,barabasi_albert,21,0.17022255875395023,0.002670284031852768,0.3175679669006035,27,0.02601868098688595,499
273,watts_strogatz,25,0.04500923134569476,0.0013439149435060505,0.49749205996626994,50,0.03766180471362876,244
274,watts_strogatz,17,0.16625275955523225,0.004513484058706578,0.24024289033554236,30,0.04665221511818621,492
275,barabasi_albert,15,0.21394365508167043,0.004247557740396032,0.25916760819359774,19,0.032613431527985653,540
276,watts_strogatz,9,0.2352561386199731,0.003191255419795001,0.34269075016546435,50,0.03979587800434531,71
277,barabasi_albert,15,0.05486793650650179,0.008392775486669817,0.4343079561430009,14,0.04005508703003415,875
278,barabasi_albert,2,0.12243346044576353,0.0049377745576441225,0.20558542525349977,50,0.042774022907661025,167
279,barabasi_albert,44,0.10935788525959511,0.006256955943347371,0.30680786412850874,9,0.014080424065862473,1177
280,watts_strogatz,39,0.17494100115033653,0.0063635683361936545,0.2740824385107101,15,0.028030374427219444,1184
281,barabasi_albert,51,0.246090329624434,0.0014761705820414322,0.27517823165435407,17,0.035251489940209046,1278
282,watts_strogatz,76,0.14840915327805168,0.002743437513201835,0.43924809817537236,22,0.022768083671396044,1007
283,watts_strogatz,8,0.16452436775760468,0.0012787325602874415,0.2531702303739136,50,0.03345856282855333,208
284,watts_strogatz,139,0.03751690264133581,0.002959629486642623,0.39137567516585614,11,0.03167043316386745,2169
285,watts_strogatz,22,0.0042955032934593185,0.0045088630591250236,0.4545211624255875,44,0.035781050531306875,1430
286,barabasi_albert,6,0.10935305047274183,0.004344414705394557,0.21767512130673053,39,0.0139327180984967,315
287,watts_strogatz,88,0.0884407587599507,0.002027367287749808,0.4966892268065417,26,0.019412369688669166,994
288,barabasi_albert,28,0.03798026746069977,0.0015011341317780705,0.3923452363276043,33,0.03754205771324871,798
289,barabasi_albert,26,0.03771335610394741,0.005381465506974246,0.3959345526029924,13,0.03151112776183034,1828
290,barabasi_albert,77,0.2281736546332767,0.004952009120479236,0.2720946687730828,7,0.026301065578690594,2069
291,watts_strogatz,140,0.11619888368811365,0.007098718496356885,0.3810126723423274,8,0.016409527368194766,2713
292,barabasi_albert,7,0.006029090041611729,0.00540606718297653,0.43926715888591883,41,0.019563103793624935,1263
293,barabasi_albert,21,0.06398541798474616,0.004193635775335284,0.21802522020368845,14,0.03364055978415662,565
294,barabasi_albert,62,0.18595092733931678,0.008485914534983534,0.4132010429043571,6,0.022632057624057254,2410
295,barabasi_albert,1,0.12341837998696456,0.00710572104433191,0.3459984008400956,50,0.047357823260022226,9
296,watts_strogatz,49,0.08451353366943476,0.007749575930143323,0.256043663176681,11,0.025785559789185813,569
297,watts_strogatz,19,0.03916105396742997,0.008768185732454487,0.46217232119325313,28,0.03349364110918425,382
298,barabasi_albert,1,0.21881170972052363,0.007224752684991141,0.36681328618860376,50,0.020703333157051796,118
299,barabasi_albert,37,0.22586999614671696,0.003136953673936585,0.30305463126078136,13,0.03255791407553841,943
300,barabasi_albert,14,0.1751201700050865,0.0065062072521876926,0.4133990923540653,17,0.04660552586216574,840
301,watts_strogatz,5,0.19760143870679234,0.0028228456456595953,0.30184682045199235,50,0.01231013828326442,3
302,watts_strogatz,4,0.20634369272058248,0.006144803827916446,0.3095092545765981,50,0.025601111156857873,272
303,barabasi_albert,5,0.06873119024843166,0.0025999021096451466,0.2862700975987657,50,0.02845482890969024,10
304,barabasi_albert,12,0.032569572445778155,0.009228900179881393,0.2717466682846908,16,0.013304088137770412,557
305,watts_strogatz,9,0.11192930567510107,0.00550286297555801,0.2594882397908855,50,0.03940348438349545,802
306,watts_strogatz,81,0.07096141495707523,0.0022411436543273676,0.20985209684843312,16,0.031706319412610415,645
307,watts_strogatz,181,0.14109807579870212,0.00920465365610475,0.3448206931293053,6,0.021263226031432318,3097
308,watts_strogatz,227,0.02791248427065865,0.0011426681075179124,0.3123896542672164,16,0.019904880362049623,1807
309,barabasi_albert,4,0.08697979215450499,0.007674809092435962,0.2657275687804305,31,0.03456757508194918,830
310,barabasi_albert,56,0.1958999285410519,0.007638805119538373,0.2898428420735443,6,0.025825183085511398,1686
311,watts_strogatz,62,0.07169864541029822,0.0021946961878663296,0.307339114573382,20,0.047421638833671044,1076
312,watts_strogatz,2,0.002795098135032071,0.008594861816313472,0.3736774233530865,50,0.015249233346490395,28
313,barabasi_albert,65,0.05249034890983867,0.0037232025312909766,0.4242930668955919,9,0.048073619867314905,2540
314,watts_strogatz,144,0.035591634817900675,0.0010953216886564917,0.28209488055476895,18,0.03644453270801419,1541
315,barabasi_albert,5,0.11437576543757808,0.008796384177713366,0.39795602469693225,37,0.024278596207257218,375
316,barabasi_albert,25,0.16310551298161835,0.008266043347649746,0.3867500028659166,11,0.020570189515212972,1152
317,watts_strogatz,7,0.0838144707736665,0.005218551841293034,0.4872352142285636,50,0.03919449911861438,355
318,barabasi_albert,41,0.12182081919254664,0.0052151205538955685,0.3772769816098466,9,0.036758823939820814,1078
319,watts_strogatz,108,0.16316115808665485,0.004516493786327567,0.41088219297505113,13,0.010640452525754652,1697
320,barabasi_albert,35,0.2250629205638506,0.005073487049203857,0.2262468815766025,10,0.013945412152934246,1492
321,watts_strogatz,219,0.0715956288706178,0.008132789951329628,0.2866004436128146,4,0.0445888747937289,2676
322,watts_strogatz,36,0.23567861740372065,0.009408219740373421,0.25680932214127133,9,0.046307103259972525,716
323,barabasi_albert,6,0.13043266503178444,0.006281898340444057,0.2331392236415752,33,0.01748517420640112,262
324,watts_strogatz,74,0.054648653218037385,0.0029899642488769016,0.2355673525810063,13,0.03774419246005457,1027
325,barabasi_albert,11,0.16139621880757465,0.007808088634100294,0.3331512221757502,15,0.04089302493691323,1173
326,barabasi_albert,5,0.18823263376810306,0.001195216918909826,0.3497207128681891,50,0.037477249046857744,150
327,barabasi_albert,64,0.13566722718325955,0.001084708127866641,0.22236121468451714,18,0.025342624289645663,1322
328,watts_strogatz,130,0.13548916344431267,0.004451695824938277,0.38020983646806905,11,0.0169326333845696,2232
329,barabasi_albert,84,0.07135172320044142,0.0025448231442494543,0.2481959660494576,8,0.033861756394167414,1819
330,watts_strogatz,17,0.16812864050473367,0.0014157076363600488,0.24945225214719394,50,0.04732898401007003,65
331,watts_strogatz,132,0.21757702176566962,0.005527260561075916,0.4712831339517788,8,0.04333205774911845,2537
332,barabasi_albert,6,0.2398541408368386,0.004186365451201161,0.23748374037200676,35,0.04884897765577285,911
333,barabasi_albert,16,0.17589049705293786,0.009078519901802671,0.47418891425119114,14,0.02440372662961117,2323
334,watts_strogatz,5,0.058699416827183964,0.008534719424695046,0.4451993471495339,50,0.04869796371815716,136
335,barabasi_albert,39,0.13075246931808007,0.005059934730647638,0.20288482217886947,10,0.013823549889829395,825
336,barabasi_albert,15,0.05040405924244257,0.0031189818934523332,0.29218111593247564,31,0.015846553708577932,1428
337,barabasi_albert,3,0.2110187865150171,0.009410876718419732,0.46058669471956437,50,0.03968484186163898,280
338,barabasi_albert,88,0.223750821645096,0.007497748671569312,0.26962571694735016,5,0.039162740736547824,2973
339,barabasi_albert,8,0.21315048718709265,0.0016129325759635083,0.4733947601486703,50,0.04690659064881692,63
340,barabasi_albert,7,0.22611372573091573,0.002600266085909935,0.2864101811014363,50,0.019832583043771924,29
341,watts_strogatz,197,0.201990070459619,0.007246022435405753,0.31038626567559524,5,0.02817603033690433,2508
342,watts_strogatz,32,0.20056516030555682,0.0064224115969042294,0.3671414040495373,17,0.045443241232493034,526
343,barabasi_albert,15,0.07612795903689698,0.008243011073746665,0.20712954031715128,13,0.011110044369545262,1057
344,barabasi_albert,4,0.031194132978647066,0.0022653419395195283,0.32362846246835386,50,0.020015815450492355,46
345,watts_strogatz,120,0.07672193738256522,0.009005047634778492,0.24358691410800692,5,0.03694574538410117,2000
346,watts_strogatz,33,0.09321538169143884,0.007262813684187827,0.4171754520417986,16,0.03976469282782841,371
347,barabasi_albert,49,0.18958352839441758,0.00969348506997618,0.36273540005423793,6,0.041196198926609987,1828
348,barabasi_albert,57,0.07133116156323707,0.0017706854738823385,0.34180779973388964,14,0.046340506138074736,1881
349,watts_strogatz,25,0.044769135347299815,0.00685045161819082,0.3732861594895888,20,0.047898880208077636,1736
350,barabasi_albert,1,0.037560999594692224,0.0029977162522176076,0.33380191867785003,50,0.028667132239101903,15
351,barabasi_albert,51,0.024150911735980163,0.006416172029811722,0.2021393142261951,6,0.028382762910164623,1648
352,barabasi_albert,67,0.0449218366141165,0.0036632826169278572,0.367080630792297,10,0.011208786165278175,1825
353,barabasi_albert,82,0.2199968737865066,0.0028115245826843245,0.20053780051262077,8,0.022383942301610685,1483
354,watts_strogatz,91,0.1088612334321914,0.004289283464677666,0.4182993643369828,15,0.013683089513056537,2777
355,barabasi_albert,25,0.0837771248917222,0.0012955182521987919,0.4472605584248459,48,0.022112152206852496,1825
356,watts_strogatz,5,0.2217939898607791,0.0037503157421393267,0.3659536121700184,50,0.028026530032200632,21
357,barabasi_albert,24,0.09601795975575983,0.00498824784918197,0.2514727338882768,15,0.01448649226159811,453
358,barabasi_albert,21,0.14954149984457646,0.0015988137500633861,0.4655720895822444,48,0.02024642800431866,1991
359,watts_strogatz,25,0.1823936923309414,0.0028989723064144772,0.2814034160928825,44,0.02949156493904667,511
360,watts_strogatz,151,0.09070418963077287,0.0014277475471591783,0.3258717348185334,18,0.02575419598490001,1313
361,watts_strogatz,238,0.19126179917027042,0.009771380233159353,0.25519140218315134,5,0.022336547401617883,4087
362,watts_strogatz,4,0.15557297482035629,0.004459562488221517,0.25104794311321715,50,0.048598160631562706,65
363,barabasi_albert,49,0.058280184779959526,0.0037347309767777662,0.2994107354350939,10,0.026168186440580568,1363
364,watts_strogatz,6,0.10632568336868659,0.004682065337682619,0.4780783141506065,50,0.019740442420591225,61
365,watts_strogatz,40,0.1439980903269766,0.0024392280339390125,0.32357169032278743,31,0.03120444753855498,1253
366,barabasi_albert,71,0.09528471925449025,0.006696755773298826,0.46087026606995146,8,0.014468824939375362,3223
367,barabasi_albert,74,0.11416956550870144,0.004903382383753131,0.2001983286307638,6,0.03222395988868483,1684
368,watts_strogatz,59,0.18891385117157064,0.0021307661768104683,0.2777001775452325,18,0.04429636568667216,463
369,watts_strogatz,166,0.23203471494217762,0.009882781035868485,0.47103176064336794,6,0.03704646150374716,3446
370,watts_strogatz,41,0.1702537850940422,0.005600878609856598,0.24387862959890927,17,0.018346802488859948,909
371,watts_strogatz,69,0.16216111482931733,0.003914544916709024,0.461125677178461,16,0.037951203303960034,1776
372,barabasi_albert,24,0.21883184414142828,0.003984017468975837,0.20373449474375036,12,0.029285989983812565,469
373,watts_strogatz,22,0.012172904782207783,0.004830862902047605,0.2929386224290314,37,0.018635065829538562,1226
374,barabasi_albert,22,0.14260842004051522,0.0030835815304054853,0.33766891624909834,16,0.043625749385248776,645
375,watts_strogatz,180,0.2130469792574358,0.005897476255560112,0.2683075893466907,5,0.04947107326380861,2269
376,barabasi_albert,65,0.18150236680577783,0.003927801834869863,0.42626898735893015,11,0.015139628407797812,1699
377,barabasi_albert,13,0.07126649523149209,0.008738883897875338,0.3547807342334857,13,0.04065367494165349,832
378,watts_strogatz,86,0.057608875707191365,0.006812527401898604,0.37562158856700434,8,0.048492690677777846,2823
379,barabasi_albert,65,0.20597428593162279,0.007486060330671674,0.4941819877319163,6,0.04628367415068102,2605
380,barabasi_albert,32,0.0705341797018289,0.0023022221747012314,0.2603852570017411,20,0.01933295630382356,966
381,watts_strogatz,58,0.07370454843251403,0.004486945258462285,0.24752203478084653,12,0.037184338626070707,419
382,watts_strogatz,31,0.16312189278474928,0.008191014809499235,0.34189491017412144,15,0.03515439491369195,989
383,barabasi_albert,14,0.11264891118517112,0.0011667549273810245,0.3817324711921531,50,0.024016522304101687,128
384,barabasi_albert,20,0.02149067316743855,0.007803475440990069,0.3239767616721997,10,0.045269912115142356,639
385,barabasi_albert,4,0.20208431996935344,0.005227347775797614,0.35774692788746126,50,0.03334107816439677,355
386,watts_strogatz,5,0.04969597121051572,0.00924038728263675,0.4937384351571627,50,0.01351548764327887,18
387,barabasi_albert,79,0.21807226252721365,0.0013393057402492875,0.4592074183144259,16,0.04541713515565804,2593
388,watts_strogatz,16,0.05200313886976074,0.00210924433167539,0.2765030649305177,50,0.019276821076557468,217
389,watts_strogatz,26,0.14839666844922123,0.00150942859612861,0.27826034537614375,50,0.04126960073182671,746
390,barabasi_albert,47,0.20773302483824357,0.004025488994785487,0.3725090710076161,14,0.010093586399421381,974
391,watts_strogatz,34,0.13644347738659196,0.008690259766158353,0.49593953814545705,16,0.02885849891246741,1501
392,watts_strogatz,131,0.13037575983895613,0.006281876776058864,0.33591028362588105,7,0.030576766814908347,2416
393,watts_strogatz,88,0.013159892394761619,0.004807151941154936,0.24420010027159447,13,0.010083436450513253,635
394,barabasi_albert,19,0.05935045331617003,0.006707788779156695,0.2471123942530492,11,0.02881582673775846,1179
395,watts_strogatz,43,0.15628066018423048,0.006568082081453457,0.2424432558107646,11,0.040155655699443724,1345
396,barabasi_albert,6,0.056599364919021095,0.0047271257426071585,0.2649094647385532,33,0.041063274506918476,78
397,watts_strogatz,140,0.134510779680534,0.008998426764700314,0.2045917880057977,6,0.011867155654108327,1539
398,watts_strogatz,199,0.0077507761577460255,0.007134514543246741,0.31350124347043884,6,0.029559004693947247,3168
399,barabasi_albert,14,0.08312524078503461,0.006138924644534224,0.4751861081848443,20,0.04106043581959843,329
400,watts_strogatz,95,0.16382744777172767,0.0023498331735531024,0.39872957408026166,20,0.018524162986975574,918
401,watts_strogatz,79,0.23121946583858918,0.007706848612410102,0.32215944028800636,9,0.02230293322595903,960
402,barabasi_albert,47,0.06751543986369785,0.0012783252959412484,0.3220586149012402,22,0.031239175721583114,1135
403,watts_strogatz,35,0.23231131212836276,0.003811394570281581,0.20657001663806304,20,0.04145924311432609,309
404,watts_strogatz,62,0.1991159958416293,0.00603928282289443,0.36560767789352033,11,0.03249934842305858,1279
405,watts_strogatz,10,0.1986844827937808,0.0043150559050108795,0.22036322784340326,50,0.010300859686852242,139
406,watts_strogatz,125,0.1721041244536002,0.004590297539836884,0.4031323921263993,8,0.04565710583884227,2781
407,barabasi_albert,1,0.19688707118360838,0.0024678456952449616,0.2748458377436307,50,0.047900406496016096,115
408,watts_strogatz,3,0.11428017551672415,0.006001189460537336,0.4556893009065018,50,0.028072321846066527,28
409,barabasi_albert,44,0.08947889674321982,0.00497415189133188,0.37659804442050615,10,0.02170495619911912,1262
410,barabasi_albert,10,0.23685905701146057,0.006143108111816943,0.4633389275525836,27,0.02078198608239646,1644
411,watts_strogatz,61,0.06602436528154151,0.009549437618113304,0.2193833198756236,7,0.030809796035758397,539
412,barabasi_albert,53,0.005468882578605561,0.007944860731211083,0.4045756979764591,8,0.011742289514517723,1954
413,barabasi_albert,101,0.07184281238170553,0.0029518107997931397,0.315853276884692,8,0.01663764394135086,2049
414,watts_strogatz,2,0.0005930837853556532,0.00799962483408844,0.23820226926750226,50,0.03931874569340282,39
415,watts_strogatz,4,0.016897768584002604,0.002104055076336325,0.38360809923024464,50,0.018652347375415875,20
416,watts_strogatz,103,0.2280188268334233,0.0063806678714276675,0.39351037110341824,8,0.03727960593286755,2993
417,watts_strogatz,48,0.03526832000593666,0.002164469271765636,0.4495027753434322,41,0.024638139791248057,686
418,watts_strogatz,55,0.0023190934093960114,0.00966811458680571,0.3071999201811556,10,0.01968663323254531,948
419,barabasi_albert,29,0.17802499497044927,0.005192561959640848,0.35632012187636,11,0.03729722849893441,2223
420,barabasi_albert,17,0.2394771576527151,0.0056827869724469715,0.4567878821716855,21,0.01930944530919508,391
421,watts_strogatz,10,0.025964768353783835,0.0014995295649998673,0.30289817955436177,50,0.03952013105465391,234
422,barabasi_albert,31,0.02654021530217124,0.0014281928735485566,0.27472321709217806,29,0.020267040765391604,1527
423,watts_strogatz,185,0.04240510443932058,0.002914941783606478,0.28847205207582594,8,0.03338510422143771,1836
424,watts_strogatz,116,0.150236089411054,0.004601766735438193,0.2787757686538719,8,0.03955674442041959,1773
425,watts_strogatz,78,0.08472770350988215,0.0031407564749185695,0.48253671283420707,22,0.013619904046418569,1267
426,barabasi_albert,51,0.17170550871349663,0.005219729067485248,0.3425808023423971,8,0.03299264223475341,1144
427,watts_strogatz,52,0.09069720009076626,0.002336937025048968,0.20697041974720254,27,0.019295818104493066,1014
428,watts_strogatz,135,0.04809427919681361,0.008774962137551842,0.32341990052156,6,0.021921977931812702,1960
429,barabasi_albert,1,0.15139045562905928,0.006296646003164082,0.4274195243626515,50,0.03834919747463924,14
430,watts_strogatz,59,0.11006045952517352,0.009988688759242699,0.33454475426426145,8,0.03235908372035833,840
431,watts_strogatz,48,0.21854478581348133,0.005958874070446867,0.47750615258294815,14,0.0431527198778299,889
432,watts_strogatz,42,0.09643951598003503,0.0067878458055126,0.4361224571556822,17,0.025044963312883386,1527
433,watts_strogatz,25,0.18434385087138658,0.007633077140774386,0.36078202118325897,19,0.040662244834093836,242
434,watts_strogatz,111,0.0632436385959006,0.007850588569145028,0.2139441001924476,7,0.019721529244555832,1355
435,watts_strogatz,3,0.09439952475088972,0.005402362374750368,0.2425847214629515,50,0.04762285456387226,16
436,watts_strogatz,154,0.06486529207897532,0.0022810203324745973,0.44852102065919464,12,0.04204512350911194,2213
437,barabasi_albert,24,0.2102994984956444,0.0074635847706833736,0.3122135789423747,9,0.02992967452261388,1627
438,watts_strogatz,36,0.1524375962396601,0.007888286238020195,0.24934937518904127,11,0.037470572697183874,1244
439,barabasi_albert,9,0.048602107071627876,0.0012386992146296363,0.43977045544382776,50,0.020111892058103195,110
440,barabasi_albert,83,0.019688449117222256,0.004176763379796537,0.4577493729406492,10,0.013088130738004203,2406
441,watts_strogatz,118,0.21899601055331086,0.0059949016844315075,0.24799895992564724,9,0.010652914440979013,1899
442,barabasi_albert,105,0.14258105554784425,0.004710615475270243,0.2106958213977754,5,0.04944038877681514,2506
443,watts_strogatz,2,0.001003516470454293,0.009903126038390483,0.28450668002840657,50,0.015778165753007483,46
444,barabasi_albert,37,0.20197863227445748,0.005673926843654767,0.212471381905309,7,0.041526331819437136,710
445,watts_strogatz,40,0.0832495153486365,0.002910249936126704,0.4471553571792207,34,0.02740772490980737,1378
446,watts_strogatz,5,0.23421485377366585,0.007222266313460787,0.21199993591786853,50,0.04070752947895719,145
447,watts_strogatz,158,0.1564418682682312,0.0015336577929047864,0.43986403612648706,20,0.015259187208702802,2463
448,watts_strogatz,17,0.006797359955467042,0.008484807000427695,0.37373520839409474,30,0.03632681113738476,1695
449,watts_strogatz,51,0.017420851560244394,0.004253532862922391,0.45241165832215957,18,0.04787753913427681,1519
450,barabasi_albert,31,0.199674636323633,0.002628746161707304,0.3747564232744553,19,0.0313309574793507,674
451,watts_strogatz,131,0.22154137852285025,0.0028761721736172583,0.4337856556342509,13,0.026911302165876817,1748
452,barabasi_albert,1,0.23379052044704107,0.005546397625471334,0.40905630670013815,50,0.024263632334388788,4
453,watts_strogatz,64,0.017627873532374744,0.001733455998242177,0.22592423231446648,22,0.04371904373460908,461
454,barabasi_albert,22,0.19009138562342456,0.00475201534133743,0.44973948812243136,18,0.021644499252919384,1757
455,barabasi_albert,100,0.12457957968059494,0.009214853529033853,0.2071315614179468,4,0.03180764662005442,2670
456,barabasi_albert,77,0.028555108686808578,0.005869791949533695,0.26347482745827244,7,0.02026923034503437,2280
457,barabasi_albert,6,0.19125873276949984,0.004302400310277444,0.4223288664638569,47,0.044164404593168956,1980
458,watts_strogatz,17,0.026420311118623252,0.009339427502247671,0.4264040557605658,33,0.027586723413593826,1788
459,barabasi_albert,4,0.040409172566790524,0.0016538695579598247,0.41120789577888084,50,0.021522956369126534,78
460,barabasi_albert,5,0.13516445752466388,0.0012595140840551545,0.2515870016095961,50,0.03423770130656858,23
461,barabasi_albert,113,0.1895011666988282,0.004910991467041845,0.36437429386738157,6,0.03185312228212728,3260
462,watts_strogatz,20,0.04853807758899406,0.001393807612289008,0.43199471529359235,50,0.02149548928538225,40
463,watts_strogatz,9,0.04058059501773276,0.003145512970776126,0.385258111392767,50,0.03677712008716588,142
464,barabasi_albert,55,0.14585967149756737,0.00937349907937474,0.20474207136148156,6,0.010035552493336741,1950
465,barabasi_albert,2,0.0005606066600137849,0.002066583615269316,0.3568044177166888,50,0.022141047062646968,70
466,watts_strogatz,104,0.23806252220011004,0.006644133518482863,0.4021910051117543,8,0.02741879160914358,2699
467,watts_strogatz,104,0.13549668649323718,0.006565635932080469,0.4881052275609814,9,0.03722507834742964,1829
468,watts_strogatz,109,0.23301237079786913,0.0012175158140155622,0.22672750989444665,21,0.029210622676904226,736
469,barabasi_albert,5,0.17592098947961518,0.001589044231819544,0.43742987493934415,50,0.04187389300111207,53
470,watts_strogatz,37,0.1223726723309009,0.008438643809717785,0.30166841348782825,12,0.03503551002746404,762
471,barabasi_albert,5,0.13075300682590452,0.005838482190732111,0.24171309637271338,42,0.03552271293033985,97
472,barabasi_albert,7,0.014322140704932956,0.008130652255799679,0.2547404318894324,18,0.04161016210757671,327
473,barabasi_albert,63,0.22547378796331843,0.00721578990125163,0.22079290180179628,5,0.04683460056837141,1588
474,watts_strogatz,68,0.11109256121585864,0.004592901488965019,0.32804230154570513,11,0.03760833420995404,1494
475,watts_strogatz,13,0.024104635019770948,0.009416649944108315,0.49929606559624545,38,0.049372403346124215,1603
476,watts_strogatz,6,0.10839798981336377,0.006847907405181784,0.40526246985834735,50,0.04308891804609225,371
477,barabasi_albert,11,0.150032112513462,0.004075640720449365,0.4804677069982767,35,0.04323920892014765,561
478,watts_strogatz,30,0.1461037466138815,0.0066039145668559795,0.4917344835481907,27,0.027438365324467723,429
479,watts_strogatz,18,0.08899934618533034,0.005787598417966863,0.410339306696907,37,0.028761216276397043,315
480,barabasi_albert,31,0.213422811736586,0.007619645890580144,0.3220146780822247,8,0.048859149958939835,1249
481,watts_strogatz,32,0.11127338599749179,0.007664977890806894,0.4453744180115353,16,0.0435880348233077,1477
482,watts_strogatz,6,0.17760431008502237,0.0011687683397031217,0.3783317117730681,50,0.01566292021756464,31
483,watts_strogatz,70,0.23429209506972898,0.004308782138281082,0.2625501584293063,15,0.012236905291741467,577
484,barabasi_albert,14,0.12746475222208906,0.008352882225294879,0.4069888297420369,14,0.038358746315118056,530
485,watts_strogatz,13,0.1104956882766642,0.004919674936090255,0.2607689224609281,50,0.01730475726309225,64
486,watts_strogatz,16,0.12755897738631775,0.0046450015735170855,0.27692975598132485,46,0.01749217086955772,327
487,watts_strogatz,118,0.17910604879916867,0.0033803853129556055,0.22737033172006965,9,0.030804177595485725,1167
488,watts_strogatz,240,0.005425121433552921,0.008273633185300786,0.23928879689087568,4,0.03799418453437645,2962
489,watts_strogatz,127,0.1732800715052139,0.0026257408229935046,0.49995351110832886,15,0.030851288338628644,2194
490,watts_strogatz,129,0.1360659578456517,0.005255420113646855,0.49301050624173626,9,0.0288630682298329,2713
491,watts_strogatz,79,0.013996310058545902,0.00407616388997319,0.22335250085480396,10,0.03524837990629306,801
492,barabasi_albert,15,0.16215270178723293,0.0011765456172552694,0.4096300587856503,50,0.02936142888993957,132
493,watts_strogatz,32,0.015028923337301409,0.00929478267135029,0.22933153289542554,15,0.01473387228951586,933
494,watts_strogatz,30,0.15475096861805104,0.00645683649567187,0.4420817143504491,20,0.03748452455386627,432
495,barabasi_albert,19,0.22163460685114747,0.0099484446950979,0.46432026916598323,11,0.034893214078735614,935
496,barabasi_albert,3,0.003368587075282814,0.0048480621440766,0.4894868051226517,50,0.039496680298396196,40
497,barabasi_albert,32,0.05513555734718226,0.009489948784736166,0.42173633860090953,9,0.01442479909263605,2010
498,barabasi_albert,9,0.03136384665674141,0.0014016308090285096,0.48535914149145254,50,0.03244730491655125,98
499,watts_strogatz,152,0.17759925269035307,0.009470827459092432,0.28867149947802623,5,0.045770174785670296,2657
500,watts_strogatz,102,0.1687683703106798,0.003022094394218351,0.47221550576108073,13,0.043243232522541794,1986
501,watts_strogatz,155,0.13872390174493315,0.0065562475707687815,0.36093523362760416,7,0.025210858183992487,2438
502,watts_strogatz,222,0.1285818404378864,0.005385274577889343,0.33003628722451694,7,0.017822956840999993,3389
503,barabasi_albert,2,0.12002756333569281,0.005283735266056325,0.4995863020050931,50,0.037849180057523336,13
504,barabasi_albert,23,0.041373536806954714,0.0032201662593030955,0.4466855667361383,21,0.02836186948378329,615
505,barabasi_albert,25,0.06473725978500564,0.004576725256010367,0.4640745653478796,17,0.022427864433700248,956
506,watts_strogatz,4,0.13314510562491924,0.003441386080080317,0.22264136590138375,50,0.03859548120233227,11
507,barabasi_albert,13,0.17822665980520352,0.006696550078470139,0.31466355475514945,17,0.032233241760711476,477
508,barabasi_albert,9,0.14497053106203078,0.005983217133286133,0.27744650044658997,28,0.021989401384576942,202
509,watts_strogatz,117,0.17199877448776962,0.004336184408290932,0.21882268699234952,7,0.0371037884393376,1265
510,barabasi_albert,4,0.021909118671132877,0.0028452560705491798,0.23854231113989544,50,0.028831112038860608,125
511,barabasi_albert,1,0.12546876967874532,0.004026298937929109,0.4870254220998604,50,0.03234388186846361,4
512,barabasi_albert,13,0.007929060179301006,0.0030595898434966134,0.30738235226235855,39,0.015266453927411671,385
513,watts_strogatz,14,0.09248017655438506,0.009317062222901143,0.3375276962979019,28,0.03613478057375834,574
514,watts_strogatz,40,0.05124369705882828,0.0014699801228420062,0.44231898053802166,50,0.047268908838603574,479
515,watts_strogatz,6,0.1053103578739501,0.0037680870735251376,0.46883853499187295,50,0.03562961125825139,31
516,watts_strogatz,147,0.041262404908676026,0.0025741004187695847,0.2931048934636936,10,0.04082384608268757,1979
517,barabasi_albert,1,0.04200632916267974,0.009924435876690053,0.36444172944993414,50,0.02040821597033285,46
518,barabasi_albert,103,0.0977809901082686,0.005344614651006967,0.43467180195770416,6,0.041672198355638124,3342
519,watts_strogatz,28,0.0531731433602618,0.0011847042440986874,0.39004965138973113,50,0.04130940338203744,124
520,watts_strogatz,169,0.05456550115444031,0.0022983024477529657,0.2898154521898664,12,0.017913773268347803,1597
521,barabasi_albert,25,0.0021274781722825375,0.0068720022339669095,0.453884354309383,13,0.016351265230084865,1930
522,watts_strogatz,3,0.0193637034435563,0.009815545204449057,0.357650023826474,50,0.022716865863985834,94
523,barabasi_albert,39,0.08823415607458143,0.0032657971009879324,0.32376240104681675,15,0.01924080872615638,865
524,watts_strogatz,12,0.1386110910662719,0.009622315447363937,0.32726472906084714,31,0.013853497772372308,94
525,barabasi_albert,73,0.03865511077728856,0.0075949034099843755,0.23859484034598327,5,0.0462401888459799,1837
