,diameter,average_shortest_path_length,average_clustering_coefficient,average_degree,n_nodes,n_edges,avg_degree_centrality
326,4,2.722387557797394,0.05400596320550675,13.899590163934427,976,6783,0.014255989911727614
327,4,2.6898059738237663,0.04865213230310898,15.883318140382862,1097,8712,0.014492078595239839
328,5,3.2587253832335987,0.39159092691217884,16.0,1044,8352,0.015340364333652925
329,4,2.691250742721331,0.0508617858176458,15.882460973370064,1089,8648,0.014597850159347486
330,5,3.339553293751767,0.3788830978616289,14.0,918,6426,0.015267175572519085
331,5,3.220629324977151,0.37603087966168025,16.0,1036,8288,0.015458937198067634
332,4,2.7647895036700647,0.044756124808001244,13.90595009596929,1042,7245,0.013358261379413344
333,4,2.6789894715757585,0.05181643457725139,15.879017013232515,1058,8400,0.01502272186682357
334,5,3.439565321943455,0.42298571289217146,14.0,935,6545,0.014989293361884369
335,4,2.6776796058233185,0.05017076514800486,15.872255489021956,1002,7952,0.015856399089932024
336,4,2.6931417979610752,0.049252503335327644,15.881481481481481,1080,8576,0.014718703875330382
337,4,2.714332247557003,0.057311032689846476,13.893593919652552,921,6398,0.015101732521361468
338,4,2.696557985057786,0.04872082299013508,15.88126159554731,1078,8560,0.014745832493544393
339,4,2.719257213234327,0.05115555146740564,13.892896174863388,915,6356,0.015200105224139374
340,4,2.721803017306136,0.05030356310756657,13.892189218921892,909,6314,0.015299767862248782
341,5,3.09497726386904,0.3775719880116823,18.0,1075,9675,0.016759776536312852
342,5,3.3347293533340046,0.3653898021835534,14.0,946,6622,0.014814814814814814
343,4,2.6791276753326088,0.053114962068554206,15.878557874762809,1054,8368,0.015079352207751955
344,4,2.723420961274554,0.04997543154948595,13.89428263214671,927,6440,0.01500462487272863
345,5,3.326772193099668,0.422840353738673,16.0,1081,8648,0.014814814814814815
346,5,3.40036454264777,0.40472601401377273,14.0,928,6496,0.0151024811218986
347,4,2.6640970099799213,0.05494476342090715,15.872763419483102,1006,7984,0.015793794447246864
348,4,2.69931938336236,0.047996360467969956,15.88126159554731,1078,8560,0.014745832493544392
349,5,3.3092130347248205,0.4180994544816909,16.0,1060,8480,0.015108593012275734
350,5,2.800900783792632,0.051308438315828944,11.921052631578947,912,5436,0.013085677970997746
351,4,2.6967640094711918,0.04856750352195463,15.882136279926335,1086,8624,0.014637913622051921
352,4,2.6850921523945765,0.05002901936712038,15.876208897485494,1034,8208,0.015369030878495152
353,4,2.7043809365134734,0.045026771985693465,15.880819366852887,1074,8528,0.0148003908358368
354,5,3.3006193257794356,0.4080683922820343,16.0,1093,8744,0.014652014652014652
355,4,2.68338225833482,0.051228418144111186,15.878557874762809,1054,8368,0.015079352207751955
356,5,3.3122157754429984,0.3614610569047748,14.0,911,6377,0.015384615384615384
357,4,2.7246951246395725,0.053084200305428854,13.897166841552991,953,6622,0.014597864329362383
358,4,2.6977771059698044,0.045441511931059,15.879359095193214,1061,8424,0.014980527448295484
359,5,3.3601617433393134,0.37396437373555164,14.0,963,6741,0.014553014553014554
360,5,3.288115615230872,0.41335542371932904,16.0,1027,8216,0.015594541910331385
361,5,3.1184778929518178,0.3849848924864315,18.0,1093,9837,0.016483516483516484
362,5,3.364643138377837,0.394377234599057,14.0,916,6412,0.015300546448087433
363,4,2.6715958170836416,0.05424864027831414,15.876804619826757,1039,8248,0.015295572851470863
364,5,3.3669750412898605,0.38697720860422496,14.0,931,6517,0.015053763440860214
365,5,3.2497395646073373,0.3930074631561116,16.0,1042,8336,0.01536983669548511
366,4,2.6867384139251462,0.05063608496240687,15.880373831775701,1070,8496,0.014855354379584377
367,4,2.684201641958745,0.05238117657153263,15.880037488284911,1067,8472,0.014896845673813237
368,5,3.3445592633556065,0.3684505064708922,14.0,958,6706,0.014629049111807733
369,5,3.237429136835098,0.37577273743892836,16.0,1052,8416,0.015223596574690773
370,5,3.4001000670333217,0.38538519818802947,14.0,1018,7126,0.013765978367748281
371,5,3.247820672478207,0.3934712933006061,16.0,1023,8184,0.015655577299412915
372,4,2.760535955068109,0.04406389208637604,13.899073120494336,971,6748,0.014328941361334366
373,5,3.320434621954942,0.4250487371719462,16.0,1059,8472,0.01512287334593573
374,4,2.73472577558962,0.04936794333218402,13.898445595854922,965,6706,0.014417474684496808
375,5,3.242588237366664,0.37929572166375075,16.0,1066,8528,0.015023474178403757
376,4,2.662734615149224,0.056095862324235864,15.872889771598809,1007,7992,0.015778220448905374
377,4,2.742364028852735,0.04812461007023319,13.89948717948718,975,6776,0.014270520718159322
378,5,3.3361611451299695,0.42121212436123157,16.0,1094,8752,0.014638609332113446
379,4,2.6853096634384057,0.052198396959754305,15.87832699619772,1052,8352,0.015107827779445972
380,4,2.6815720274390245,0.049928559789130786,15.875121951219512,1025,8136,0.015503048780487805
381,5,3.404388274765081,0.40290158911715146,14.0,948,6636,0.01478352692713833
382,5,3.4076378626429182,0.3945803677978345,14.0,989,6923,0.01417004048582996
383,4,2.7208302139250384,0.05284665815766463,13.895522388059701,938,6517,0.014829799773809714
384,4,2.7318962238165816,0.04866763880488114,13.897596656217345,957,6650,0.01453723499604325
385,4,2.7434076655205564,0.044259657793319016,13.89727463312369,954,6629,0.014582659636016465
386,5,3.4068718525399695,0.41700736944438077,14.0,905,6335,0.015486725663716812
387,4,2.696825782326052,0.04765349465856925,15.883318140382862,1097,8712,0.014492078595239837
388,5,3.4506194401037678,0.41339361176189227,14.0,990,6930,0.014155712841253793
389,5,3.271932452676018,0.39886195935437346,16.0,1050,8400,0.015252621544327931
390,4,2.6580487548044016,0.05651987851947313,15.868717948717949,975,7736,0.016292318222503026
391,5,3.4090910004562787,0.3939636838609711,14.0,998,6986,0.014042126379137413
392,5,3.2795673310984683,0.3990939768081774,16.0,1073,8584,0.014925373134328358
393,5,3.301729581738736,0.43357124384171153,16.0,972,7776,0.016477857878475798
394,4,2.681725340945132,0.049679273781869385,15.878211227402474,1051,8344,0.015122105930859499
395,5,3.2589474419051108,0.3897082335884795,16.0,1071,8568,0.014953271028037384
396,4,2.7271698416291246,0.04755897988102079,13.891951488423373,907,6300,0.01533327978854677
397,5,3.285718350434798,0.40694218798023735,16.0,1061,8488,0.01509433962264151
398,5,3.202505322572659,0.4407452154796301,18.0,1064,9576,0.016933207902163686
399,4,2.701485546671713,0.05595613295209696,13.893478260869566,920,6391,0.015118039456876568
400,5,3.241973518284994,0.39981772160897794,16.0,976,7808,0.01641025641025641
401,5,3.1641255736520093,0.3569904439567521,16.0,979,7832,0.016359918200408996
402,4,2.6735724137403323,0.05329748638058022,15.874877810361681,1023,8120,0.015533148542428257
403,5,3.346775738619402,0.37191887139152696,14.0,948,6636,0.01478352692713833
404,5,3.2068453227879776,0.373679716191914,16.0,1010,8080,0.015857284440039643
405,5,3.379120136452869,0.384072485549564,14.0,966,6762,0.014507772020725387
406,5,3.24006599340066,0.3717041779553474,16.0,1096,8768,0.014611872146118723
407,4,2.7156131640192607,0.054235154616283615,13.898655635987591,967,6720,0.014387842273279081
408,5,3.519610162274684,0.3587679282212532,12.0,920,5520,0.01305767138193689
409,4,2.669986013986014,0.05320253273773721,15.872127872127873,1001,7944,0.015872127872127877
410,4,2.7569418890996067,0.04665260013732502,13.904854368932039,1030,7161,0.013512978006736674
411,5,3.445310964301281,0.4189860361637412,14.0,968,6776,0.01447776628748707
412,4,2.682570146408819,0.05129085141078182,15.876089060987415,1033,8200,0.015383807229638969
413,4,2.626420733865576,0.0556369680570648,17.850277264325324,1082,9657,0.016512744925370325
414,6,3.680921168593406,0.4236816181290721,12.0,923,5538,0.013015184381778743
415,6,3.458709019913202,0.42753616356363033,14.0,935,6545,0.01498929336188437
416,5,3.2493354121938784,0.3757296803264847,16.0,1098,8784,0.014585232452142206
417,5,3.462601117367491,0.4244404849882781,14.0,955,6685,0.014675052410901468
418,6,3.4865251923036835,0.42953571902322457,14.0,980,6860,0.014300306435137897
419,4,2.67790835797508,0.053789570421199445,15.88256880733945,1090,8656,0.014584544359356702
420,4,2.7198108691845193,0.051614814168730434,13.894168466522679,926,6433,0.015020722666511003
421,5,3.499443466141836,0.42317293231649444,14.0,1031,7217,0.013592233009708736
422,4,2.6962369168734903,0.04960689244926774,15.883318140382862,1097,8712,0.014492078595239837
423,5,3.335801599730926,0.43031617943307315,16.0,1069,8552,0.014981273408239699
424,5,3.2467314765686126,0.38547238018031693,16.0,1055,8440,0.015180265654648953
425,5,3.307222639249515,0.4363410940182826,16.0,988,7904,0.016210739614994932
426,4,2.66976007335754,0.05419030650438258,15.870576339737108,989,7848,0.016063336376252135
427,5,3.2971980425273917,0.41030955194516333,16.0,1075,8600,0.014897579143389201
428,5,3.292773632322383,0.413335871474739,16.0,1042,8336,0.01536983669548511
429,4,2.813685841479375,0.046211008562071665,11.920265780730897,903,5382,0.013215372262451106
430,5,3.3926109484118046,0.38938315765373827,14.0,966,6762,0.014507772020725385
431,5,3.3612899721932568,0.3761621262724205,14.0,960,6720,0.014598540145985406
432,5,3.443021779357226,0.4027264214767066,14.0,1017,7119,0.013779527559055118
433,5,3.3453919666934757,0.38173011952003116,14.0,920,6440,0.01523394994559304
434,5,3.277712079064836,0.41557320094248884,16.0,1007,8056,0.015904572564612324
435,5,3.3710511872964766,0.3974028674134273,14.0,906,6342,0.01546961325966851
436,5,3.300333197063814,0.41738350441395783,16.0,1052,8416,0.015223596574690773
437,4,2.6803213945253983,0.05209725389246812,15.878095238095238,1050,8336,0.015136411094466385
438,5,3.2676476895325726,0.3980420503882648,16.0,1054,8432,0.015194681861348529
439,4,2.723374585238992,0.04968817087079578,13.896296296296295,945,6566,0.014720652856246077
440,4,2.6831404729207473,0.04963006624936604,15.876089060987415,1033,8200,0.015383807229638969
441,5,3.2333830129852332,0.36925182543488316,16.0,1081,8648,0.014814814814814815
442,4,2.640886560831666,0.04996195679073732,17.851784080512353,1093,9756,0.016347787619516805
443,5,3.4309094173818417,0.41125662230389554,14.0,962,6734,0.014568158168574402
444,4,2.6637974883270945,0.0532550854221255,15.869653767820774,982,7792,0.016177017092579793
445,5,3.447043315836762,0.4079093394521213,14.0,1008,7056,0.013902681231380337
446,5,3.3409688114490286,0.37015679624542364,14.0,953,6671,0.014705882352941178
447,5,3.2679531983417274,0.3912451816050563,16.0,1081,8648,0.014814814814814819
448,5,3.346568983153091,0.43633280777778866,16.0,1070,8560,0.014967259120673527
449,6,3.509543850122183,0.4333010775029791,14.0,1016,7112,0.013793103448275862
450,4,2.729304403290658,0.052854038772448556,13.897810218978103,959,6664,0.01450710878807735
451,5,3.195198014041348,0.3705503159358355,16.0,1016,8128,0.015763546798029555
452,4,2.7123624300512548,0.05162270452689271,13.891592920353983,904,6279,0.01538382383206421
453,5,3.473283649696172,0.431530707465497,14.0,968,6776,0.01447776628748707
454,4,2.681618766395599,0.05147591213044367,15.876208897485494,1034,8208,0.015369030878495152
455,4,2.6392167756788587,0.049681005346122714,17.85232452142206,1097,9792,0.016288617264071225
456,4,2.6826902804132406,0.050611158750656964,15.878557874762809,1054,8368,0.015079352207751955
457,4,2.68753554664748,0.04917220302322001,15.88159111933395,1081,8584,0.014705176962346252
458,5,3.489553712480253,0.4139058426126574,14.0,1056,7392,0.013270142180094785
459,4,2.731374024466278,0.05136993579958676,13.898445595854922,965,6706,0.014417474684496806
460,4,2.7185763334968307,0.05254523791603047,13.893129770992367,917,6370,0.015167172239074636
461,4,2.6380901460566406,0.05154482129079227,17.85082872928177,1086,9693,0.016452376709015455
462,5,3.4261920580815377,0.4199334777622723,14.0,912,6384,0.015367727771679473
463,5,3.449876050943718,0.41774783104766483,14.0,957,6699,0.014644351464435146
464,4,2.6902261893667183,0.04952667781512796,15.881151346332405,1077,8552,0.014759434336740153
465,4,2.737929802437999,0.04994002854067441,13.899590163934427,976,6783,0.014255989911727614
466,5,3.22855766544957,0.36204101929162047,16.0,1094,8752,0.01463860933211345
467,5,3.245514097402428,0.39545114361108596,16.0,998,7984,0.016048144433299903
468,5,3.2032393118705835,0.37329412275327706,16.0,1013,8104,0.0158102766798419
469,4,2.7191758639891335,0.04850527604183652,13.89428263214671,927,6440,0.01500462487272863
470,5,3.398692467741665,0.389379791875427,14.0,977,6839,0.014344262295081966
471,4,2.72179105197766,0.05260228936260557,13.892425905598243,911,6328,0.015266402094064005
472,4,2.7292542308993597,0.05016601196254391,13.895633652822152,939,6524,0.014814108371878625
473,4,2.6758519252271924,0.0529649181248902,15.876089060987415,1033,8200,0.015383807229638969
474,5,3.267143302352014,0.3965248867857486,16.0,1045,8360,0.01532567049808429
475,5,3.472580884607005,0.417958093360054,14.0,1019,7133,0.013752455795677798
476,5,3.435438395991234,0.40847561714814645,14.0,978,6846,0.014329580348004096
477,4,2.722482042915732,0.049230279188337556,13.895744680851063,940,6531,0.014798450139351507
478,5,3.3711198249771086,0.39163366435526686,14.0,927,6489,0.01511879049676026
479,5,3.3988323388323387,0.4114937021717215,14.0,925,6475,0.015151515151515152
480,4,2.7468366816500014,0.0496602375114223,13.901109989909182,991,6888,0.014041525242332507
481,5,3.422148433994436,0.392104921734826,14.0,1013,7091,0.01383399209486166
482,5,3.3480989294942782,0.36863918330865625,14.0,946,6622,0.014814814814814814
483,5,3.1936990908953526,0.3818352861588012,16.0,963,7704,0.016632016632016633
484,4,2.7177786930570504,0.05437207633419106,13.895522388059701,938,6517,0.014829799773809712
485,5,3.3785675082327113,0.3966649828601415,14.0,912,6384,0.015367727771679473
486,5,3.417503908639793,0.40474756957210356,14.0,940,6580,0.01490947816826411
487,5,3.2247169302332366,0.37538359857003023,16.0,1048,8384,0.015281757402101241
488,5,3.2198769870274515,0.4434410098932948,18.0,1099,9891,0.016393442622950817
489,5,3.2255566311713455,0.3793252206884076,16.0,1034,8272,0.01548886737657309
490,5,3.25211573752383,0.38500983625742696,16.0,1060,8480,0.01510859301227573
491,5,3.315495743844165,0.43745287706563396,16.0,1004,8032,0.015952143569292122
492,4,2.7155520535802227,0.05337309038525021,13.893939393939394,924,6419,0.015053022095275616
493,5,3.49913806905128,0.42309496806370983,14.0,1037,7259,0.013513513513513516
494,5,3.366033542831348,0.388969384838005,14.0,930,6510,0.015069967707212055
495,4,2.735852974995956,0.04693648438936941,13.897596656217345,957,6650,0.014537234996043247
496,4,2.7226812692514546,0.05091612811566231,13.89171270718232,905,6286,0.015366938835378671
497,4,2.6954163351822285,0.04783833519237258,15.876804619826757,1039,8248,0.015295572851470863
498,4,2.7114025369118413,0.05403868641485818,13.89585547290117,941,6538,0.014782824971171456
499,5,3.252923540412898,0.3923958021245133,16.0,1049,8392,0.015267175572519083
500,5,3.2480524963999993,0.3899810918406861,16.0,1042,8336,0.01536983669548511
501,5,3.2400172425646083,0.3880340129725931,16.0,1038,8304,0.015429122468659595
502,5,3.1323188309327654,0.40203677895889955,18.0,1083,9747,0.0166358595194085
503,4,2.722505912376246,0.05134542497098948,13.891352549889135,902,6265,0.015417705382784835
504,4,2.732088201084542,0.04816510434969716,13.896515311510031,947,6580,0.01468976248573999
505,4,2.745737434512465,0.04873280690471227,13.898760330578513,968,6727,0.014373071696565164
506,5,3.3710938463435687,0.4001338728417855,14.0,901,6307,0.015555555555555555
507,4,2.7171560566909405,0.05186459351674879,13.896405919661733,946,6573,0.014705191449377496
508,4,2.725972193762792,0.05175513627852006,13.893709327548807,922,6405,0.015085460724808698
509,5,3.2483226142881976,0.38828981492467285,16.0,1046,8368,0.015311004784688992
510,4,2.7307561900817605,0.05034577831261602,13.895522388059701,938,6517,0.014829799773809714
511,4,2.71253491533803,0.054374578349733124,13.891111111111112,900,6251,0.015451736497342727
512,4,2.71629370960007,0.054483087941143475,13.896076352067869,943,6552,0.0147516734098385
513,6,3.4072275808133474,0.4022346715211462,14.0,960,6720,0.014598540145985406
514,5,3.432223567393059,0.41632118413508135,14.0,945,6615,0.01483050847457627
515,5,3.3647276621935323,0.39310728002908396,14.0,909,6363,0.015418502202643175
516,5,3.3269306174155213,0.4185475368287327,16.0,1093,8744,0.014652014652014652
517,5,2.8272894217109594,0.04788691971062859,11.92266380236305,931,5550,0.01282006860469145
518,4,2.6352219973812643,0.052496288479210174,17.85069124423963,1085,9684,0.01646742734708453
519,5,3.401534835381018,0.40772083284572197,14.0,929,6503,0.015086206896551725
520,5,3.3052812202097237,0.41807292779296357,16.0,1050,8400,0.015252621544327931
521,4,2.6780979827089335,0.049697177368260695,15.87704130643612,1041,8264,0.015266385871573192
522,5,3.4643246254797573,0.4224754541800475,14.0,985,6895,0.014227642276422765
523,4,2.6671277572389154,0.05578856692545281,15.869918699186991,984,7808,0.016144373040881985
524,5,3.373397729074433,0.39838596683803024,14.0,906,6342,0.015469613259668513
525,4,2.6788549539094415,0.05049344262624244,15.875728155339806,1030,8176,0.015428307245228189
526,5,3.2241206679967487,0.37918444026303527,16.0,1041,8328,0.015384615384615384
527,5,3.3854989201323504,0.38775251405721206,14.0,970,6790,0.014447884416924664
528,5,3.4189685131508916,0.38658958436005025,14.0,1039,7273,0.01348747591522158
529,4,2.724325013006041,0.054534237112443894,13.899073120494336,971,6748,0.014328941361334365
530,5,3.3043450681890265,0.4224727794203133,16.0,1051,8408,0.01523809523809524
531,4,2.7065172457177775,0.05885697003741808,13.896186440677965,944,6559,0.014736146808778333
532,5,3.258508569292493,0.3895836831435235,16.0,1078,8624,0.014856081708449395
533,5,3.3878972326420835,0.380634224218321,14.0,995,6965,0.014084507042253521
534,5,3.2865102898090295,0.40731657284092676,16.0,1065,8520,0.015037593984962407
535,4,2.746566734193778,0.049651113037065285,13.904203323558162,1023,7112,0.013604895619919925
536,4,2.75642629037079,0.043533827822999485,13.902874132804758,1009,7014,0.01379253386190948
537,5,3.326334144920825,0.4301286736424165,16.0,1052,8416,0.015223596574690773
538,5,3.474596933574653,0.43216520413739745,14.0,981,6867,0.014285714285714287
539,5,3.3778174187682857,0.38367309071057343,14.0,964,6748,0.014537902388369679
540,4,2.7383847733341846,0.04744126955362071,13.898969072164949,970,6741,0.014343621333503557
541,5,3.2438846093092795,0.38909114723231625,16.0,1044,8352,0.015340364333652925
542,5,3.2979687168235543,0.42910730831814564,16.0,995,7960,0.01609657947686117
543,4,2.6972551304460413,0.04792417139740814,15.881918819188192,1084,8608,0.014664744985399991
544,5,3.331875385340732,0.3754985963884344,14.0,910,6370,0.015401540154015401
545,6,3.4383538114486596,0.42367769544223555,14.0,935,6545,0.014989293361884369
546,4,2.7253656253656255,0.05143229380105521,13.894054054054054,925,6426,0.015036855036855036
547,4,2.7528786589114294,0.04733028399884014,13.902777777777779,1008,7007,0.013806134833940196
548,5,3.359418963885773,0.3693477264487048,14.0,979,6853,0.014314928425357873
549,5,3.4394097913866477,0.39324662260867843,14.0,1037,7259,0.013513513513513516
550,4,2.6837986498119704,0.0503350559219208,15.878211227402474,1051,8344,0.015122105930859497
551,4,2.726178566823616,0.05144585068470019,13.896733403582719,949,6594,0.014659001480572488
552,5,3.0986510788262867,0.3835554439754331,18.0,1077,9693,0.016728624535315987
553,4,2.6925780607162966,0.05025848055027541,15.88093023255814,1075,8536,0.014786713438136073
554,5,3.4081186413794664,0.40751517028631506,14.0,940,6580,0.01490947816826411
555,4,2.686907353838081,0.05106008088432762,15.881918819188192,1084,8608,0.014664744985399991
556,5,3.20209765606428,0.3681152776265752,16.0,1026,8208,0.015609756097560983
557,4,2.749196629261497,0.04643187140273713,13.898760330578513,968,6727,0.014373071696565164
558,4,2.762743304692834,0.04285659330157674,13.906040268456376,1043,7252,0.013345528088729726
559,4,2.6946317939669027,0.048483466594720526,15.87958607714017,1063,8440,0.014952529262843848
560,4,2.692280845349391,0.049138653230963975,15.87958607714017,1063,8440,0.01495252926284385
561,5,3.355049365139993,0.38172822020794683,14.0,930,6510,0.015069967707212056
562,4,2.6769531766698713,0.050330476700874496,15.872889771598809,1007,7992,0.015778220448905374
563,4,2.6962047203250625,0.04829698889667623,15.881040892193308,1076,8544,0.014773061295063542
564,4,2.7258277411125285,0.054290268941503246,13.896842105263158,950,6601,0.014643669236315233
565,5,3.2656959895709465,0.3920417224545244,16.0,1066,8528,0.015023474178403757
566,4,2.6855756765516126,0.0488827876296309,15.882460973370064,1089,8648,0.014597850159347486
567,5,3.3671930321484207,0.3938314457316387,14.0,921,6447,0.015217391304347825
568,5,3.330471651005493,0.4304012867159705,16.0,1050,8400,0.015252621544327931
569,4,2.7309540529334364,0.049368827150180886,13.89277899343545,914,6349,0.015216625403543755
570,5,3.2499574368774544,0.39588097756592333,16.0,1023,8184,0.015655577299412915
571,5,3.2653650101042597,0.3844967160221992,16.0,1093,8744,0.014652014652014652
572,4,2.72349075453611,0.05082811879000477,13.894736842105264,931,6468,0.014940577249575553
573,5,3.10168044803108,0.37634831122784906,18.0,1099,9891,0.016393442622950817
574,4,2.6766993886116293,0.052315990998623364,15.87958607714017,1063,8440,0.01495252926284385
575,5,3.1839761995220806,0.36816938616308775,16.0,982,7856,0.016309887869520902
576,5,3.3261102871130728,0.4194360287661944,16.0,1078,8624,0.014856081708449398
577,5,3.428972398496574,0.4099522356680609,14.0,974,6818,0.01438848920863309
578,4,2.73285204000293,0.05039527096752812,13.898340248962656,964,6699,0.01443233670712633
579,4,2.7376966074492226,0.048986670684466424,13.896950578338592,951,6608,0.014628369029830095
580,5,3.3930933324093644,0.40336762570237716,14.0,931,6517,0.015053763440860214
581,5,3.411457646779679,0.41217698656380375,14.0,914,6398,0.015334063526834609
582,4,2.7353306374481936,0.04904519620153856,13.899692937563971,977,6790,0.014241488665536857
583,4,2.7175277545390824,0.05431405305342236,13.89585547290117,941,6538,0.014782824971171454
584,4,2.673706864701101,0.053930529498162974,15.87704130643612,1041,8264,0.015266385871573192
585,5,3.388633322765059,0.3827281728921947,14.0,1002,7014,0.013986013986013986
586,4,2.725459948072359,0.052575243477114585,13.896515311510031,947,6580,0.014689762485739992
587,5,3.430062893081761,0.4244500230331246,14.0,901,6307,0.015555555555555555
588,6,3.6340781847330126,0.41506031725885423,12.0,901,5406,0.013333333333333334
589,5,3.2682755907672885,0.40206810811976346,16.0,1046,8368,0.015311004784688996
590,5,3.4315914649411674,0.42137936143965204,14.0,912,6384,0.015367727771679473
591,5,3.245264569875393,0.3802113161769554,16.0,1065,8520,0.015037593984962407
592,5,3.272610537724022,0.39524658488669967,16.0,1058,8464,0.015137180700094607
593,4,2.670123856707317,0.0558088439741293,15.875121951219512,1025,8136,0.015503048780487805
594,4,2.757056306888334,0.04556309220991865,13.90080971659919,988,6867,0.014083900422086314
595,4,2.729432761364125,0.05112640567698565,13.903162055335969,1012,7035,0.01375189125156871
596,4,2.7366281533053165,0.04793821382248428,13.8951871657754,935,6496,0.014877074053292721
597,4,2.6536676075045658,0.05564269778587658,15.86540483701367,951,7544,0.016700426144224914
598,4,2.753729843476616,0.04776613888001849,13.902777777777779,1008,7007,0.013806134833940196
599,5,3.4982700766729837,0.42600200353725176,14.0,1018,7126,0.01376597836774828
600,5,3.445703235457771,0.42672607950807906,14.0,937,6559,0.01495726495726496
601,4,2.688068795510101,0.048709383988061725,15.88126159554731,1078,8560,0.014745832493544392
602,5,3.2328399823028056,0.3673316325464609,16.0,1095,8760,0.014625228519195614
603,5,3.5025860422334354,0.423619625199199,14.0,1039,7273,0.013487475915221581
604,4,2.7465927286286567,0.046354015572927086,13.902195608782435,1002,6965,0.013888307301480956
605,4,2.6751365356497807,0.05460691956903077,15.878902554399243,1057,8392,0.015036839540150795
606,5,3.360858080099009,0.4359322715407145,16.0,1097,8776,0.0145985401459854
607,5,3.3730070832874572,0.38322551060849547,14.0,963,6741,0.014553014553014554
608,5,3.3954539542143602,0.39141641456108467,14.0,961,6727,0.014583333333333334
609,5,3.23443241607261,0.3733235941491774,16.0,1082,8656,0.014801110083256243
610,4,2.710158817086528,0.055260832150435216,13.892661555312158,913,6342,0.01523318152994754
611,5,3.357588247727753,0.38952312179128834,14.0,913,6391,0.015350877192982455
612,4,2.679398711344531,0.05101383372115312,15.868986693961105,977,7752,0.016259207678238838
613,4,2.724998262395115,0.05132456331814926,13.89277899343545,914,6349,0.015216625403543755
614,5,3.362798651392816,0.3662907240661208,14.0,1015,7105,0.013806706114398423
615,5,3.375287761334273,0.37975459225600006,14.0,990,6930,0.014155712841253791
616,5,3.397629446972976,0.3916047759380742,14.0,957,6699,0.014644351464435146
617,4,2.8135310839204055,0.04543605122355208,11.92,900,5364,0.013259176863181312
618,4,2.7351501439736734,0.05091414428731379,13.895299145299145,936,6503,0.014861282508341336
619,4,2.731929629125891,0.05032751985658328,13.898234683281412,963,6692,0.01444722940050043
620,5,3.3289477552700437,0.37528301010143006,14.0,904,6328,0.015503875968992248
621,5,3.2424017790956263,0.38437179441278324,16.0,1065,8520,0.015037593984962403
622,5,3.3966108394089325,0.4066870704673676,14.0,917,6419,0.015283842794759826
623,5,3.3429032488688706,0.35700988991307003,14.0,990,6930,0.014155712841253793
624,5,3.342644841437377,0.3843737053588783,14.0,911,6377,0.015384615384615384
625,4,2.733207596253902,0.051379796480141106,13.898022892819979,961,6678,0.01447710718002081
626,4,2.7285009334957304,0.053978231463256574,13.898128898128897,962,6685,0.014462152859655464
627,4,2.679855041879216,0.05483480212140514,15.877979027645377,1049,8328,0.015150743346989862
628,4,2.6673776349127705,0.05412454393490301,15.871614844533601,997,7912,0.01593535626961205
629,4,2.661365297928322,0.0558001033920456,15.873517786561266,1012,8032,0.015700808888784633
630,4,2.715409292949137,0.053867730330385624,13.896515311510031,947,6580,0.014689762485739994
631,5,3.4748905373169654,0.42884966982137074,14.0,982,6874,0.014271151885830785
632,5,3.3241544299620527,0.429849950062447,16.0,1045,8360,0.015325670498084294
633,4,2.6788933920060014,0.05097826345443579,15.877629063097514,1046,8304,0.015193903409662693
634,4,2.687081051326003,0.050422049031960514,15.880597014925373,1072,8512,0.014827821675934053
635,4,2.732146108972628,0.05142641133604439,13.899795501022496,978,6797,0.014227016889480547
636,4,2.696330308139326,0.05903141045044434,13.892896174863388,915,6356,0.015200105224139374
637,4,2.7318081806855234,0.05115880291806017,13.897058823529411,952,6615,0.014613100760809052
638,5,3.2117271606172717,0.43864849042607007,18.0,1096,9864,0.016438356164383564
639,5,3.2144572526416906,0.36969668448264326,16.0,1041,8328,0.015384615384615384
640,5,3.25885233623322,0.3976410941667648,16.0,1021,8168,0.01568627450980392
641,5,3.331947512017669,0.42561278056029367,16.0,1075,8600,0.014897579143389201
642,5,3.425871650297488,0.4129604536715428,14.0,942,6594,0.014877789585547287
643,4,2.766068627559023,0.04471707141624491,13.906130268199234,1044,7259,0.01333281904908843
644,5,3.247715837252671,0.39959056801743387,16.0,1012,8096,0.015825914935707223
645,4,2.685350515970702,0.05213248830949016,15.875607385811467,1029,8168,0.015443197846120105
646,5,3.474057521509695,0.43740003214941686,14.0,938,6566,0.014941302027748134
647,5,3.2539153005791515,0.3834603414925656,16.0,1082,8656,0.014801110083256247
648,5,3.301702991843837,0.35304983782176086,14.0,924,6468,0.015167930660888406
649,5,3.261212854497791,0.39867576197534593,16.0,1045,8360,0.01532567049808429
650,4,2.733665362267283,0.04820125815528626,13.895410885805763,937,6510,0.014845524450647185
651,4,2.713173772459082,0.054238684775497294,13.893129770992367,917,6370,0.015167172239074635
652,5,3.246392425726412,0.39438627085822375,16.0,1021,8168,0.01568627450980392
653,4,2.7209178806798473,0.05305753509990994,13.898022892819979,961,6678,0.014477107180020812
654,4,2.733712223119003,0.047954023307512514,13.896296296296295,945,6566,0.014720652856246077
655,5,3.4407007699280934,0.4072617781474678,14.0,988,6916,0.014184397163120569
656,5,3.374239077985227,0.39360883764375354,14.0,929,6503,0.015086206896551725
657,5,3.266559437966824,0.402127311168218,16.0,1034,8272,0.01548886737657309
658,5,3.326093004588202,0.36188121528860584,14.0,937,6559,0.01495726495726496
